City_ID,City,Country,Max Temp,Current Weather,Lat,Long,Hotel Name
426,Hammel,DK,30.99,scattered clouds,56.2576,9.8632,Restaurant Pøt Mølle - Frijsenborg Slotskro
427,Don Benito,ES,55.0,overcast clouds,38.9563,-5.8616,Hotel Veracruz
429,Peniche,PT,57.99,broken clouds,39.3558,-9.3811,Hotel Star inn Peniche
430,Plettenberg Bay,ZA,70.05,clear sky,-34.0527,23.3716,Thanda Vista B&B
431,Hami,CN,22.19,clear sky,42.8,93.45,Laoyutang Resort
432,Westport,US,25.0,clear sky,41.1415,-73.3579,Norwalk Inn
433,Roma,US,12.99,overcast clouds,43.2128,-75.4557,Wingate By Wyndham Rome
434,Huescar,ES,53.01,scattered clouds,37.811,-2.5412,Hotel El Maño
435,Lata,PT,55.99,overcast clouds,40.1629,-8.3327,Casa Maquia
442,Susangerd,IR,59.0,clear sky,31.5608,48.1831,دفتر خدمات هوایی وجهانگردی نسیم گستر دشت آزادگان
443,Marathon,US,30.99,light snow,44.9,-89.7668,
445,Sucua,EC,69.8,light rain,-2.4667,-78.1667,Hotel Barza
446,Taman,RU,44.6,overcast clouds,45.2117,36.7161,Staryy Gorod G. Taman
449,Kamaishi,JP,27.05,clear sky,39.2667,141.8833,Hotel Route Inn Kamaishi
450,Sasina,BA,46.4,clear sky,44.7987,16.739,
451,Patitirion,GR,57.2,few clouds,39.15,23.8667,Pension Votsi
453,Erenhot,CN,15.04,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
457,Jobat,IN,65.82,clear sky,22.4167,74.5667,Sandeep john's house
459,Rensvik,NO,32.0,snow,63.1,7.8167,Thon Hotels Storgata
463,Heishan,CN,9.19,overcast clouds,41.6892,122.1128,Heishan Hotel
464,Sydney,AU,72.0,scattered clouds,-33.8679,151.2073,The Grace Sydney
465,Gazojak,TM,46.29,overcast clouds,41.1875,61.4036,
466,Mehamn,NO,26.04,light snow,71.0357,27.8492,Mehamn Arctic Hotel AS
468,Tongren,CN,48.27,overcast clouds,27.7172,109.1853,Fanjing Mountain International Conference Center
471,Gorontalo,ID,73.85,broken clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
473,Miraflores,MX,66.2,scattered clouds,19.2167,-98.8083,Hotel Mansión
474,Gat,IL,55.0,clear sky,31.61,34.7642,OlusHome
475,Kalat,PK,48.58,clear sky,29.0225,66.5916,PHE Rest House
476,Springbok,ZA,73.76,clear sky,-29.6643,17.8865,Undulata Country Lodge
477,Zonguldak,TR,38.21,overcast clouds,41.25,31.8333,Süleyman Tez Ev
478,Tabas,IR,60.51,overcast clouds,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
479,Cam Ranh,VN,73.4,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
480,Kitimat,CA,21.99,overcast clouds,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
482,Warrnambool,AU,55.09,clear sky,-38.3833,142.4833,Lady Bay Resort
484,Russell,US,55.4,clear sky,32.3502,-85.1999,Macs
485,Vila Franca Do Campo,PT,64.99,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
486,Kingman,US,41.0,clear sky,35.1894,-114.053,Rodeway Inn Kingman Route 66
487,Kurbnesh,AL,48.2,clear sky,41.7797,20.0836,
488,Huilong,CN,51.01,light rain,31.8111,121.655,Hilton Garden Inn Qidong
491,Nushki,PK,60.39,clear sky,29.5542,66.0215,Jahangir Hotel Noshki
492,Praia Da Vitoria,PT,66.2,broken clouds,38.7333,-27.0667,Hotel Branco I
495,Wairoa,NZ,55.99,broken clouds,-39.0333,177.3667,Riverside Motor Camp
498,Arlington Heights,US,33.8,overcast clouds,42.0884,-87.9806,"Motel 6 Rolling Meadows, IL - Chicago Northwest"
499,Asyut,EG,62.6,clear sky,27.180999999999997,31.1837,Florence Hotel Assiut
501,Kemijarvi,FI,10.49,light snow,66.7131,27.4306,Hotelli Kemijärvi
502,Hirado,JP,42.01,broken clouds,33.3597,129.5531,Samson Hotel
503,Ravar,IR,61.18,clear sky,31.2656,56.8055,computertik
504,Saint-Denis,FR,52.0,broken clouds,48.9167,2.3333,Appart'City Paris Clichy Mairie - Appart Hôtel
507,Ephrata,US,30.99,clear sky,40.1798,-76.1788,Hampton Inn & Suites Ephrata - Mountain Springs
508,Brookings,US,26.6,mist,44.3114,-96.7984,Holiday Inn Express & Suites Brookings
509,Sijunjung,ID,72.48,overcast clouds,-0.6876,100.9537,Hotel Bukik Gadang
511,Ewa Beach,US,71.6,light rain,21.3156,-158.0072,Base Lodging
512,Dryden,CA,19.4,light snow,49.7833,-92.7503,Holiday Inn Express Dryden
516,Fairhope,US,64.0,clear sky,30.523000000000003,-87.9033,Hampton Inn Fairhope-Mobile Bay
518,Remontnoye,RU,35.6,few clouds,46.5614,43.6501,Remontnoye
520,Novikovo,RU,28.33,snow,51.1537,37.8879,
521,Darhan,MN,5.63,overcast clouds,49.4867,105.9228,Buudai Hotel
522,Agadez,NE,60.93,clear sky,19.75,10.25,
523,Malaya Vishera,RU,25.32,snow,58.8454,32.2222,"Seating House ""Nicholas"""
525,Tezu,IN,58.33,scattered clouds,27.9167,96.1667,Circuit House
526,Kadoma,JP,43.0,light rain,34.7333,135.5833,Hotel Agora Osaka Moriguchi
527,Shingu,JP,40.71,few clouds,33.7333,135.9833,Shingu UI Hotel
528,Zhangjiakou,CN,23.47,clear sky,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
530,Sicuani,PE,58.75,broken clouds,-14.2694,-71.2261,Wilkamayu Hotel
532,Kungurtug,RU,0.27,scattered clouds,50.5994,97.5228,
533,Kutum,SD,66.16,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
534,Winsum,NL,30.0,broken clouds,53.33,6.5208,Tuinhuis
535,Novopokrovka,UA,33.8,moderate rain,49.8425,36.5477,Пудж дом
538,Raudeberg,NO,33.01,snow,61.9875,5.1352,Nordre Silda.
539,Nantucket,US,19.4,few clouds,41.2835,-70.0995,Jared Coffin House
541,Kampene,CD,74.44,light rain,-3.6,26.6667,
543,Berlevag,NO,25.77,light snow,70.8578,29.0864,Kvitbrakka
544,Red Deer,CA,1.4,clear sky,52.2668,-113.802,Holiday Inn Express Red Deer
546,Turayf,SA,48.2,clear sky,31.6725,38.6637,Swiss Spirit Hotel & Suites Turaif
547,Tucumcari,US,51.8,clear sky,35.1717,-103.725,Holiday Inn Express & Suites Tucumcari
556,Devarkonda,IN,72.97,few clouds,16.7,78.9333,VANAM ANJANEYULU
557,Whyalla,AU,66.2,overcast clouds,-33.0333,137.5833,Foreshore Motor Inn
558,Charters Towers,AU,72.91,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
559,Comodoro Rivadavia,AR,64.4,few clouds,-45.8667,-67.5,Austral Hotel
560,Chern,RU,23.43,light snow,53.4523,36.9145,"Chern', Platina"
563,Loveland,US,48.99,clear sky,40.3978,-105.075,La Quinta Inn & Suites by Wyndham Loveland
566,Jhunjhunun,IN,53.8,clear sky,28.1307,75.4014,STARiHOTELS Jhunjhunu
567,Maloy,NO,33.01,snow,61.9353,5.1136,Torget Hotell
568,Ahuimanu,US,73.4,light rain,21.4447,-157.8378,Paradise Bay Resort
569,Phalodi,IN,57.47,clear sky,27.1333,72.3667,"HOTEL NEW GOLDEN PALACE , PHALODI"
570,Langres,FR,48.99,overcast clouds,47.8333,5.3333,Le Belvédère des Remparts
571,Valdivia,CL,71.6,clear sky,-39.8142,-73.2459,Hostal Entre Rios
572,Gravdal,NO,26.55,clear sky,68.1214,13.5031,Skreda Rorbusuiter
